1.748432577600628418e-03,1.779353777063079258e-03,4.338737348549902111e-04,2.487794993324123627e-01,2.676199185636379818e-01
2.947809370891782410e-01,2.950780798792839166e-01,7.982600500997624748e-02,2.707995938801926461e-01,2.038827757267237251e-01
5.489845542957124541e-02,5.469654094055294985e-02,2.342515373607076748e-02,4.267155376868844163e-01,1.642004367588691671e-01
